,KALCODE,neighbors
5652,71040108,"['71040105', '71040108', '71040308', '71040101', '71040201', '71040206']"
5653,71040109,"['71040109', '71070105', '71040101', '71040103', '71040107', '71040113']"
5654,71040110,"['71040110', '71040102', '71040106', '71040306', '71040112', '71040104', '71040107']"
5655,71040111,"['71070103', '71040102', '71040112', '71070105', '71040111', '71070102', '71070107', '71040113']"
5656,71040112,"['71040110', '71040102', '71040112', '71040104', '71040111', '71040113']"
5657,71040113,"['71040112', '71040109', '71070105', '71040104', '71040111', '71040107', '71040113']"
5658,71040201,"['71040108', '71040101', '71040203', '71040201', '71040206', '71040403', '71040202', '71040207']"
5659,71040202,"['71040201', '71040205', '71040206', '71040202', '71040207', '71010402', '71010401', '71040204', '71010503']"
5660,71040203,"['71040101', '71040203', '71040201', '71040206', '71040403', '71040401']"
5661,71040204,"['71040205', '71040202', '71020107', '71040204', '71010503']"
5662,71040205,"['71040308', '71040302', '71040205', '71040206', '71040202', '71020310', '71020107', '71040204']"
5663,71040206,"['71040108', '71040308', '71040203', '71040201', '71040205', '71040206', '71040202']"
5664,71040207,"['71040201', '71040403', '71040401', '71040202', '71040207', '71010402', '71010202']"
5665,71040301,"['71040307', '71020311', '71040301', '71040305', '71040304', '71040302']"
5666,71040302,"['71040301', '71040305', '71040304', '71040308', '71040302', '71020309', '71040205', '71020310']"
5667,71040303,"['71040306', '71040303', '71040307', '71040304']"
5668,71040304,"['71040306', '71040303', '71040307', '71040301', '71040304', '71040308', '71040302']"
5669,71040305,"['71020311', '71040301', '71020308', '71040305', '71020305', '71040302', '71020309']"
5670,71040306,"['71040110', '71040106', '71040306', '71040303', '71040105', '71040307', '71040304', '71040308']"
5671,71040307,"['71040306', '71040303', '71020307', '71040307', '71020311', '71040301', '71040304']"
5672,71040308,"['71040306', '71040105', '71040304', '71040108', '71040308', '71040302', '71040205', '71040206']"
5673,71040401,"['71040101', '71040103', '71070111', '71040203', '71070203', '71040403', '71040402', '71040401', '71070201', '71040207', '71010202', '71010203', '71050204', '71050201', '73040000']"
5674,71040402,"['71070203', '71040402', '71040401', '71070201']"
5675,71040403,"['71040203', '71040201', '71040403', '71040401', '71040207']"
5676,71050101,"['71050308', '71010103', '71050103', '71050301', '71050101', '71050309', '71050104', '71010100']"
5677,71050102,"['71050104', '71050105', '71050102']"
5678,71050103,"['71010204', '71010205', '71050202', '71050308', '71010103', '71050103', '71050101']"
5679,71050104,"['71050101', '71050309', '71050104', '71050105', '71050102']"
5680,71050105,"['71050309', '71050305', '71050104', '71050105', '73050114', '71050102']"
5681,71050201,"['71040401', '71050204', '71050201', '73040000', '71050203', '71050304']"
5682,71050202,"['71050204', '71050203', '71010204', '71010205', '71050202', '71050306', '71050304', '71050308', '71050310', '71050103']"
5683,71050203,"['71050204', '71050201', '71050203', '71050202', '71050304']"
5684,71050204,"['71040401', '71010203', '71010206', '71050204', '71050201', '71010201', '71050203', '71010204', '71050202']"
5685,71050301,"['71050304', '71050308', '71050310', '71050301', '71050101', '71050303', '71050309']"
5686,71050302,"['71050307', '71050303', '71050302', '73050316', '71050305']"
5687,71050303,"['73040000', '71050304', '71050301', '71050307', '71050303', '71050302', '71050309', '71050305']"
5688,71050304,"['71050201', '73040000', '71050203', '71050202', '71050304', '71050310', '71050301', '71050303']"
5689,71050305,"['71050303', '71050302', '73050316', '71050309', '71050305', '73050304', '71050105', '73050114']"
5690,71050306,"['71050202', '71050306', '71050308', '71050310']"
5691,71050307,"['73040000', '71050307', '71050303', '71050302', '73050316', '73050307']"
5692,71050308,"['71050202', '71050306', '71050308', '71050310', '71050103', '71050301', '71050101']"
5693,71050309,"['71050301', '71050101', '71050303', '71050309', '71050305', '71050104', '71050105']"
5694,71050310,"['71050202', '71050306', '71050304', '71050308', '71050310', '71050301']"
5695,71060101,"['71060110', '71060102', '71060104', '71060111', '71060103', '71060113', '71060101', '71060108', '71060114', '71080105']"
5696,71060102,"['72030010', '71060112', '71060110', '71060102', '71060109', '71060111', '71060101']"
5697,71060103,"['71060301', '71060107', '71060303', '71060104', '71060103', '71060101', '71060304', '71060114', '71080203']"
5698,71060104,"['71060110', '71060107', '71060104', '71060103', '71060101']"
5699,71060105,"['71060109', '71060111', '71060105', '71080402', '71060108', '71080405']"
5700,71060106,"['71060210', '71060106', '72030011', '71060209', '72030010', '71060112', '71060110']"
5701,71060107,"['71060209', '71060110', '71060301', '71060107', '71060104', '71060103']"
5702,71060108,"['71060111', '71060113', '71060105', '71060101', '71060108', '71080405', '71080105']"
5703,71060109,"['72030010', '71060112', '71060102', '72030006', '71060109', '71060111', '71060105', '71080402']"
5704,71060110,"['71060106', '71060209', '71060112', '71060110', '71060102', '71060107', '71060104', '71060101']"
5705,71060111,"['71060102', '71060109', '71060111', '71060113', '71060105', '71060101', '71060108']"
5706,71060112,"['71060106', '72030010', '71060112', '71060110', '71060102', '71060109']"
5707,71060113,"['71060111', '71060113', '71060101', '71060108']"
5708,71060114,"['71060103', '71060101', '71060114', '71080203', '71080105', '71080108']"
5709,71060201,"['71060212', '71060206', '71060208', '71060201', '71060213', '71060209', '71060301', '71060302']"
5710,71060202,"['71060207', '71060214', '71020304', '71060202', '71060204', '71060212', '71060208']"
5711,71060203,"['71060203', '71030016', '71060207', '71060214']"
5712,71060204,"['71060214', '71060202', '71060204', '71060206', '71060208']"
5713,71060205,"['71060214', '71030011', '71060205', '71030004', '71060206', '71060210']"
5714,71060206,"['71060214', '71060205', '71060204', '71060206', '71060208', '71060210', '71060201', '71060209']"
5715,71060207,"['71020302', '71060203', '71060207', '71020306', '71060214', '71020304', '71060202']"
5716,71060208,"['71060202', '71060204', '71060212', '71060206', '71060208', '71060201']"
5717,71060209,"['71060206', '71060210', '71060201', '71060106', '71060209', '71060110', '71060301', '71060107']"
5718,71060210,"['71060205', '71030004', '71030006', '71060206', '71060210', '71060106', '72030011', '71060209']"
5719,71060211,"['71020309', '71060212', '71060211', '71020112', '71060213', '71020104', '71020114', '71020111']"
5720,71060212,"['71020304', '71020305', '71060202', '71020309', '71060212', '71060208', '71060211', '71060201', '71060213']"
5721,71060213,"['71060212', '71060211', '71060201', '71060213', '71020104', '71020106', '71060302']"
5722,71060214,"['71060203', '71030016', '71060207', '71060214', '71030008', '71030011', '71060202', '71060205', '71060204', '71060206']"
5723,71060301,"['71060201', '71060209', '71060301', '71060107', '71060302', '71060303', '71060103']"
5724,71060302,"['71060201', '71060213', '71060301', '71020106', '71020111', '71060302', '71060303', '71060304']"
5725,71060303,"['71060301', '71060302', '71060303', '71060103', '71060304']"
5726,71060304,"['71020111', '71060302', '71060303', '71020101', '71060103', '71060304', '71020105', '71080205', '71080203', '71080201']"
5727,71070101,"['71070105', '71070101', '71070104', '71070111', '71070203', '71070102', '71070110', '71070107', '71070108']"
5728,71070102,"['71070103', '71070101', '71040111', '71070102', '71070110', '71070107']"
5729,71070103,"['71070109', '71070103', '71040102', '71040111', '71070102', '71070110']"
5730,71070104,"['71070101', '71070311', '71070104', '71070111', '71070203', '71070112', '71070108', '71070202', '71070201']"
5731,71070105,"['71040109', '71070105', '71070101', '71040103', '71070111', '71040111', '71070107', '71040113']"
5732,71070106,"['71070109', '71070106', '71070310', '71070110', '71070108']"
5733,71070107,"['71070105', '71070101', '71040111', '71070102', '71070107']"
5734,71070108,"['71070101', '71070311', '71070104', '71070106', '71070310', '71070110', '71070108']"
5735,71070109,"['71070109', '71070103', '71070309', '71070106', '71070310', '71070110']"
5736,71070110,"['71070109', '71070103', '71070101', '71070106', '71070102', '71070110', '71070108']"
5737,71070111,"['71070105', '71070101', '71040103', '71070104', '71070111', '71070203', '71040401']"
5738,71070112,"['71070311', '71070104', '71070112', '71070308', '71070202']"
5739,71070201,"['71070104', '71070203', '71070202', '71040402', '71040401', '71070201', '73040000']"
5740,71070202,"['71070104', '71070112', '71070308', '71070202', '71070201', '71070304', '73040000']"
5741,71070203,"['71070101', '71070104', '71070111', '71070203', '71040402', '71040401', '71070201']"
5742,71070301,"['71070305', '71070301', '71070302', '71070307', '73020102', '71070306', '71070308']"
5743,71070302,"['71070305', '71070301', '71070311', '71070302', '71070307', '71070308']"
5744,71070303,"['71070308', '71070303', '73030212', '73030208', '71070304']"
5745,71070304,"['71070308', '71070303', '71070202', '73030208', '71070304', '73040000', '73050201', '73050315']"
5746,71070305,"['71070309', '71070305', '71070301', '71070311', '71070302', '71070310']"
5747,71070306,"['71070301', '71070307', '73020102', '71070306', '71070308', '73030204', '73030212']"
5748,71070307,"['71070301', '71070302', '71070307', '71070306', '71070308']"
5749,71070308,"['71070301', '71070311', '71070302', '71070307', '71070112', '71070306', '71070308', '71070303', '71070202', '73030212', '71070304']"
5750,71070309,"['71070109', '71070309', '71070305', '71070310']"
5751,71070310,"['71070109', '71070309', '71070305', '71070311', '71070106', '71070310', '71070108']"
5752,71070311,"['71070305', '71070311', '71070302', '71070104', '71070112', '71070310', '71070108', '71070308']"
5753,71080101,"['71080108', '71080107', '71080204', '71080406', '71080102', '71080101']"
5754,71080102,"['71080104', '71080204', '71080106', '71080102', '71080101']"
5755,71080103,"['71080202', '71080104', '71010105', '71080106', '71010302', '71080103']"
5756,71080104,"['71080201', '71080202', '71080104', '71080204', '71080106', '71080102', '71080103']"
5757,71080105,"['71060101', '71060108', '71060114', '71080405', '71080105', '71080108', '71080107', '71080406']"
5758,71080106,"['71080104', '71080204', '71080106', '71080102', '71080103']"
5759,71080107,"['71080105', '71080108', '71080107', '71080406', '71080101']"
5760,71080108,"['71060114', '71080203', '71080105', '71080108', '71080107', '71080204', '71080101']"
5761,71080201,"['71060304', '71020105', '71080205', '71020113', '71080203', '71080201', '71080202', '71080104', '71080204']"
5762,71080202,"['71020113', '71020202', '71080201', '71080202', '71080104', '71010105', '71080103']"
5763,71080203,"['71060103', '71060304', '71060114', '71080203', '71080201', '71080108', '71080204']"
5764,71080204,"['71080203', '71080201', '71080108', '71080104', '71080204', '71080106', '71080102', '71080101']"
5765,71080205,"['71060304', '71020105', '71080205', '71080201']"
5766,71080301,"['71080303', '71080301', '71080302', '72010201']"
5767,71080302,"['72030001', '72010105', '71080404', '71080403', '71080303', '71080301', '71080302', '72010201']"
5768,71080303,"['71080402', '71080403', '71080405', '71080303', '71080301', '71080302', '71080406', '71080401']"
5769,71080401,"['71080405', '71080303', '71080406', '71080401']"
5770,71080402,"['72030006', '71060109', '71060105', '71080402', '71080403', '71080405', '71080303']"
5771,71080403,"['72030006', '72030007', '71080404', '71080402', '71080403', '71080303', '71080302']"
5772,71080404,"['72030007', '72030001', '71080404', '71080403', '71080302']"
5773,71080405,"['71060105', '71080402', '71060108', '71080405', '71080303', '71080105', '71080406', '71080401']"
5774,71080406,"['71080405', '71080303', '71080105', '71080107', '71080406', '71080401', '71080101']"
5775,72010101,"['72010108', '72010112', '72010104', '72010101', '72010110', '72010103']"
5776,72010102,"['72010103', '72010309', '72010102', '72010111']"
5777,72010103,"['72010101', '72010110', '72010103', '72010309', '72010102', '72010111']"
5778,72010104,"['72010108', '72010112', '72010106', '72010104', '72010101', '72010310', '72010110']"
5779,72010105,"['72030009', '72030008', '72010106', '72030001', '72010105', '72010304', '71080302', '72010201']"
5780,72010106,"['72010108', '72030009', '72010106', '72010104', '72010105', '72010310', '72010304']"
5781,72010107,"['72020101', '72020110', '72010113', '72020115', '72010107', '72010109', '72010108']"
5782,72010108,"['72020109', '72020117', '72010107', '72010109', '72030003', '72030004', '72010108', '72030009', '72010112', '72010106', '72010104', '72010101']"
5783,72010109,"['72020106', '72020109', '72010113', '72010107', '72010109', '72010108']"
5784,72010110,"['72010104', '72010101', '72010310', '72010110', '72010308', '72010306', '72010103', '72010309']"
5785,72010111,"['72010103', '72010309', '72010114', '72010102', '72010111']"
5786,72010112,"['72010108', '72010112', '72010104', '72010101']"
5787,72010113,"['72020108', '72020106', '72020110', '72010113', '72010107', '72010109']"
5788,72010114,"['72010309', '72010301', '72010305', '72010114', '72010111']"
5789,72010201,"['72030001', '72010105', '72010304', '71080301', '71080302', '72010307', '72010302', '72010201']"
5790,72010301,"['72010304', '72010308', '72010306', '72010303', '72010301', '72010305', '72010302', '72010114']"
5791,72010302,"['72010303', '72010307', '72010301', '72010302', '72010201']"
5792,72010303,"['72010304', '72010303', '72010307', '72010301', '72010302']"
5793,72010304,"['72010106', '72010105', '72010310', '72010304', '72010308', '72010303', '72010307', '72010301', '72010201']"
5794,72010305,"['72010306', '72010309', '72010301', '72010305', '72010114']"
5795,72010306,"['72010110', '72010308', '72010306', '72010309', '72010301', '72010305']"
5796,72010307,"['72010304', '72010303', '72010307', '72010302', '72010201']"
